,chip,month,score
6716,c5fbf994,7,0.924
6717,c6154538,8,0.945
6718,c61dd25d,8,0.957
6719,c622e49a,10,0.979
6720,c6285a92,8,0.962
6721,c62c3224,11,0.956
6722,c62edd1a,10,0.98
6723,c6391e35,4,0.983
6724,c63a7114,9,0.924
6725,c63a71e3,9,0.958
6726,c63f2595,3,0.96
6727,c64e1611,11,0.927
6728,c650a03a,8,0.973
6729,c66014ad,0,0.957
6730,c668f7c3,8,0.937
6731,c66bfd48,8,0.9319999999999999
6732,c6776938,9,0.975
6733,c678f7f7,8,0.947
6734,c67bcfd4,8,0.973
6735,c67faee0,9,0.961
6736,c6838cbd,9,0.962
6737,c686513a,10,0.912
6738,c687da8e,9,0.915
6739,c690365e,9,0.901
6740,c693de27,9,0.924
6741,c6a00b20,6,0.943
6742,c6a0ac63,10,0.961
6743,c6a1a0d1,8,0.958
6744,c6b164ee,8,0.994
6745,c6b361ff,0,0.983
6746,c6bce239,0,0.992
6747,c6d6a58f,7,0.964
6748,c6df5c4b,10,0.927
6749,c6e7b8a9,8,0.942
6750,c6f01cd4,0,0.958
6751,c708e5ea,9,0.9390000000000001
6752,c71306e1,9,0.971
6753,c715f79d,0,0.954
6754,c7163421,9,0.964
6755,c71866b9,9,0.937
6756,c721c4f2,10,0.972
6757,c72395a6,5,0.963
6758,c7245c44,1,0.946
6759,c733a972,8,0.949
6760,c738a1a3,8,0.9359999999999999
6761,c738dee6,8,0.966
6762,c73ac328,7,0.967
6763,c73b4b6a,7,0.915
6764,c73ee5c7,0,0.904
6765,c74119fe,7,0.9319999999999999
6766,c7481c2a,8,0.987
6767,c7687b82,1,0.96
6768,c76adbba,7,0.986
6769,c7867c63,11,0.984
6770,c79636b0,7,0.905
6771,c7979d63,11,0.973
6772,c79df247,0,0.96
6773,c79e36e5,7,0.955
6774,c7a5e9fc,7,0.954
6775,c7a9fadb,11,0.951
6776,c7b22acb,7,0.968
6777,c7b26ad0,10,0.907
6778,c7ba2e1e,11,0.98
6779,c7c3ccd1,8,0.976
6780,c7c9f957,9,0.966
6781,c7e2243a,0,0.905
6782,c7e31ee6,11,0.911
6783,c7e33f91,11,0.968
6784,c7e45bbb,0,0.966
6785,c803f8cc,6,0.774
6786,c805005c,9,0.95
6787,c808d947,9,0.952
6788,c80d39a2,9,0.944
6789,c80ec0f9,6,0.99
6790,c81172c0,9,0.969
6791,c8169139,11,0.833
6792,c81cf1ca,4,0.946
6793,c82a87a4,0,0.952
6794,c832bcd3,9,0.959
6795,c8331762,8,0.977
6796,c843010d,8,0.963
6797,c8432355,9,0.928
6798,c84c6ce3,0,0.937
6799,c850f570,7,0.97
6800,c87248a7,9,0.825
6801,c877de97,8,0.961
6802,c87a6a1c,0,0.967
6803,c87df76c,9,0.958
6804,c87ffc5b,7,0.924
6805,c882c8bc,0,0.954
6806,c8832af0,8,0.977
6807,c88d83d7,0,0.959
6808,c8914d2f,0,0.956
6809,c899d6dd,10,0.976
6810,c8a81136,7,0.7110000000000001
6811,c8b4d2d0,7,0.951
6812,c8b677e2,9,0.955
6813,c8ba761d,10,0.963
6814,c8f2ba99,8,0.957
6815,c8f621fd,0,0.963
6816,c903cf33,10,0.968
6817,c913e5e2,8,0.977
6818,c91a4894,10,0.96
6819,c921226b,0,0.937
6820,c93400be,7,0.958
6821,c93541eb,8,0.955
6822,c9491742,11,0.954
6823,c9538c58,2,0.892
6824,c95b5016,8,0.956
6825,c9607c11,6,0.765
6826,c962cd12,8,0.953
6827,c96397ee,8,0.963
6828,c96ceb57,8,0.969
6829,c983aeeb,8,0.968
6830,c98c9fa4,7,0.959
6831,c993c51d,9,0.988
6832,c9a0ea21,9,0.966
6833,c9a2ab0c,5,0.906
6834,c9a3cb30,10,0.955
6835,c9bc9bbb,8,0.952
6836,c9c2dc3a,1,0.969
6837,c9c7f224,11,0.94
6838,c9c959c0,10,0.948
6839,c9cb2a42,9,0.999
6840,c9cba166,9,0.964
6841,c9d62573,0,0.896
6842,c9dfd577,7,0.958
6843,c9e38068,8,0.982
6844,c9eb07cc,10,0.975
6845,c9f7c986,9,0.927
6846,c9f90c22,8,0.929
6847,ca06ad1a,9,0.949
6848,ca0ed818,9,0.901
6849,ca18bfa8,0,0.958
6850,ca1d5735,8,0.927
6851,ca1eea8b,0,0.9390000000000001
6852,ca1f4c1b,10,0.961
6853,ca217b72,11,0.982
6854,ca23d64d,10,0.903
6855,ca25aa84,0,0.945
6856,ca25b48f,8,0.96
6857,ca304b9e,7,0.897
6858,ca3acc90,8,0.921
6859,ca3dc310,7,0.928
6860,ca43d957,9,0.963
6861,ca472794,8,0.969
6862,ca4d455b,4,0.923
6863,ca4df568,7,0.959
6864,ca564da1,0,0.967
6865,ca6024c0,11,0.95
6866,ca7118e7,0,0.8240000000000001
6867,ca8002d7,0,0.962
6868,ca887448,9,0.9299999999999999
6869,ca8974c6,7,0.959
6870,ca9ffc0c,7,0.9390000000000001
6871,caa66443,8,0.989
6872,caa97246,8,0.959
6873,caaadc9e,2,0.955
6874,cab42316,8,0.927
6875,cabaf6e7,2,0.925
6876,cabc6b9f,9,0.914
6877,cac9b288,0,0.922
6878,cae3a889,7,0.959
6879,cae665be,8,0.911
6880,caedb405,7,0.928
6881,cafcad4f,8,0.928
6882,cafffd1d,8,0.938
6883,cb119560,8,0.986
6884,cb13eaf5,8,0.956
6885,cb16cedb,7,0.977
6886,cb1928ae,8,0.9359999999999999
6887,cb2e9a9b,8,0.954
6888,cb34b9f4,8,0.967
6889,cb3a339f,8,0.961
6890,cb3be779,0,0.355
6891,cb3f0210,9,0.908
6892,cb48ec4e,3,0.918
6893,cb4f154b,8,0.985
6894,cb4f22a5,4,0.97
6895,cb523f2e,8,0.977
6896,cb54f3a6,9,0.943
6897,cb60c8fc,8,0.971
6898,cb62fd75,7,0.952
6899,cb65919c,10,0.962
6900,cb6eba9a,0,0.973
6901,cb73db4b,4,0.943
6902,cb76c091,9,0.996
6903,cb779315,9,0.914
6904,cb7f0721,10,0.963
6905,cb7f3f9d,8,0.928
6906,cb8174a4,6,0.7030000000000001
6907,cb817dc3,8,0.955
6908,cb84d880,9,0.971
6909,cb86ee86,8,0.851
6910,cb9025e3,6,0.976
6911,cb9181c6,9,0.992
6912,cb94b1c9,7,0.927
6913,cb960f83,0,0.969
6914,cb9bbaa6,10,0.952
6915,cb9c8d4f,8,0.975
6916,cba32d0a,8,0.912
6917,cba9b31d,8,0.962
6918,cbba02db,9,0.951
6919,cbbe67b0,9,0.982
6920,cbcc96e7,7,0.984
6921,cbe8466e,8,0.964
6922,cbf7e1a1,10,0.978
6923,cc11eedb,5,0.926
6924,cc132384,10,0.954
6925,cc143994,7,0.962
6926,cc379d0e,4,0.955
6927,cc381814,8,0.952
6928,cc47a4df,6,0.85
6929,cc4b3e3c,1,0.908
6930,cc4c83d7,10,0.903
6931,cc502dfb,8,0.97
6932,cc536e91,7,0.958
6933,cc5635f0,7,0.979
6934,cc564780,10,0.94
6935,cc59711c,7,0.926
6936,cc5d6969,7,0.968
6937,cc6e2d62,9,0.96
6938,cc748ca0,0,0.912
6939,cc8600cc,10,0.947
6940,cc8f554a,8,0.937
6941,cc977dd5,8,0.982
6942,cc9f1af9,9,0.954
6943,ccae98e0,8,0.979
6944,ccaf1cb4,7,0.94
6945,ccb20bc0,10,0.962
6946,ccb76a83,6,0.925
6947,ccb7d5e4,11,0.961
6948,ccc384e4,9,0.978
6949,ccc427de,9,0.961
6950,cccf8db0,8,0.981
6951,cce01f3b,10,0.925
6952,cce5812b,8,0.912
6953,cceef93a,0,0.967
6954,ccf67aa7,3,0.894
6955,ccfe6454,7,0.945
6956,cd047343,9,0.985
6957,cd0758df,9,0.977
6958,cd0d6ae2,5,0.944
6959,cd10af67,11,0.957
6960,cd25f538,6,0.95
6961,cd27e7bc,11,0.954
6962,cd2cf221,7,0.942
6963,cd39da33,8,0.946
6964,cd3d2592,0,0.958
6965,cd400e2e,8,0.986
6966,cd588d96,7,0.961
6967,cd724b91,8,0.911
6968,cd7a1d59,8,0.923
6969,cd7a9823,0,0.978
6970,cd81157c,8,0.962
6971,cd825639,7,0.834
6972,cd85eb56,3,0.971
6973,cda0d3ff,11,0.952
6974,cda1d967,10,0.972
6975,cda663c7,8,0.907
6976,cdb54dde,7,0.979
6977,cdbab0cc,5,0.935
6978,cdc950c1,8,0.987
6979,cdd614d2,0,0.916
6980,cdddf3c4,0,0.928
6981,cddf4109,8,0.946
6982,cdebd6fd,11,0.944
6983,cdf1770b,8,0.938
6984,cdf8813a,6,0.981
6985,cdfb7833,0,0.974
6986,cdfb8f7e,8,0.945
6987,cdfd2f1f,8,0.955
6988,ce0418e9,10,0.954
6989,ce0de370,9,0.962
6990,ce129ca3,8,0.953
6991,ce257c24,9,0.95
6992,ce266651,9,0.978
6993,ce2a239a,8,0.933
6994,ce2c7ff5,1,0.979
6995,ce3059e5,0,0.973
6996,ce332a2e,8,0.946
6997,ce34fc1a,5,0.9359999999999999
6998,ce3759b1,10,0.958
6999,ce3a8569,3,0.96
7000,ce3a9544,10,0.949
7001,ce3dae00,9,0.972
7002,ce400b05,7,0.962
7003,ce45bb44,7,0.961
7004,ce49f607,4,0.861
7005,ce4c10a5,11,0.955
7006,ce4c227d,10,0.905
7007,ce4c2dd0,5,0.979
7008,ce7b40e1,3,0.925
7009,ce83151e,7,0.972
7010,ce9d0a64,9,0.977
7011,cea2ef99,7,0.973
7012,ceabb6e5,8,0.913
7013,ceb60fae,3,0.29400000000000004
7014,ceb6d95e,8,0.976
7015,cebb75f0,8,0.92
7016,cebde576,11,0.923
7017,cec4b5f9,10,0.956
7018,cec8eda2,1,0.956
7019,cec90654,10,0.913
7020,ceca4625,8,0.977
7021,ceccff84,8,0.963
7022,ced629d8,3,0.982
7023,ceda5a99,7,0.948
7024,cedacbc2,9,0.985
7025,cef632d8,8,0.919
7026,cefcff68,8,0.959
7027,ceffcbd0,8,0.97
7028,cf155afe,9,0.959
7029,cf1fb700,9,0.971
7030,cf24f6af,8,0.948
7031,cf3382b5,9,0.96
7032,cf35e9a3,10,0.92
7033,cf412490,8,0.95
7034,cf44c711,1,0.895
7035,cf4c2c78,8,0.933
7036,cf4ed118,8,0.925
7037,cf51dca1,7,0.985
7038,cf61d16b,0,0.956
7039,cf6388b1,11,0.951
7040,cf685959,4,0.938
7041,cf6f4f70,11,0.952
7042,cf71d9a9,9,0.959
7043,cf745143,8,0.962
7044,cf835fa2,5,0.873
7045,cf865ba1,9,0.982
7046,cf8a7594,9,0.951
7047,cf8d46f0,9,0.965
7048,cf985a55,8,0.933
7049,cfa59c31,8,0.949
7050,cfa638cc,11,0.98
7051,cfa6c839,6,0.9339999999999999
7052,cfb97283,9,0.96
7053,cfcc42cf,7,0.917
7054,cfd1187e,0,0.953
7055,cfd1ef60,0,0.961
7056,cfd48e7e,8,0.948
7057,cffd96cc,7,0.963
7058,cfff1a1b,0,0.964
7059,d0041f93,7,0.925
7060,d00ff296,8,0.922
7061,d022f7fe,8,0.9390000000000001
7062,d02679e6,9,0.917
7063,d02be9ae,0,0.957
7064,d0324996,9,0.97
7065,d05105aa,7,0.96
7066,d0565d0f,0,0.972
7067,d064da7b,5,0.933
7068,d0694a36,2,0.912
7069,d06bcfd7,8,0.935
7070,d0722526,8,0.915
7071,d0799e06,9,0.956
7072,d07b721b,0,0.922
7073,d07bd29a,8,0.964
7074,d0841229,9,0.961
7075,d0a53a50,8,0.925
7076,d0a5ea3f,8,0.978
7077,d0ae8dcb,0,0.952
7078,d0bee355,8,0.903
7079,d0cd4b84,3,0.955
7080,d0d5e0ce,8,0.905
7081,d0ebe68a,8,0.972
7082,d0eceace,7,0.96
7083,d0f06c0e,8,0.919
7084,d0f6258d,7,0.92
7085,d0fa67db,1,0.961
7086,d0ff27a8,11,0.967
7087,d10d20b5,0,0.951
7088,d113ff6d,9,0.965
7089,d11e3047,4,0.917
7090,d1248eea,10,0.947
7091,d1312602,8,0.971
7092,d1327f26,8,0.923
7093,d1366e7b,8,0.929
7094,d13e4a15,8,0.956
7095,d1501174,8,0.955
7096,d159fcfc,10,0.945
7097,d15f65dc,7,0.95
7098,d16643c7,9,0.963
7099,d16ad52d,8,0.97
7100,d173eee8,0,0.91
7101,d1775a45,8,0.954
7102,d18e6f33,1,0.895
7103,d1a378e9,0,0.979
7104,d1a4a334,0,0.952
7105,d1c8c95e,8,0.942
7106,d1ccc0c0,9,0.907
7107,d1d21cb7,8,0.925
7108,d1d43890,9,0.963
7109,d1da60a3,9,0.911
7110,d1e03bdb,9,0.912
7111,d1e12c6c,7,0.931
7112,d1ed3e52,9,0.9319999999999999
7113,d1ee88dd,11,0.901
7114,d2015a61,0,0.956
7115,d201f5fa,7,0.977
7116,d211fd52,7,0.969
7117,d212dc4c,8,0.983
7118,d221e04d,8,0.952
7119,d225cf26,3,0.884
7120,d2266bd3,7,0.961
7121,d231dc28,9,0.974
7122,d2361362,9,0.924
7123,d247abbb,11,0.973
7124,d24f44b5,8,0.916
7125,d254e3d3,8,0.985
7126,d258594f,9,0.969
7127,d25938f9,8,0.978
7128,d25ed702,6,0.912
7129,d2672ccb,4,0.869
7130,d26e2de4,3,0.911
7131,d272ddec,4,0.931
7132,d294013a,10,0.907
7133,d2968ab2,1,0.981
7134,d29a9540,5,0.917
7135,d2a4bfa0,10,0.982
7136,d2b68ce6,10,0.973
7137,d2cdcd71,0,0.968
7138,d2cec278,9,0.9319999999999999
7139,d2da7d03,0,0.952
7140,d2e35e35,7,0.962
7141,d2e4357f,8,0.965
7142,d2f83be2,1,0.929
7143,d30218ba,0,0.991
7144,d310f027,9,0.914
7145,d312b36b,7,0.962
7146,d314d722,9,0.971
7147,d3220931,9,0.92
7148,d32d3dd3,3,0.92
7149,d3307c7e,9,0.953
7150,d3405664,0,0.976
7151,d34d78e6,8,0.998
7152,d350bf4d,3,0.908
7153,d35ee4ea,9,0.967
7154,d36d3fcf,10,0.903
7155,d372a6c8,0,0.912
7156,d382702c,1,0.542
7157,d387e795,8,0.978
7158,d3884777,5,0.95
7159,d3889d25,0,0.953
7160,d38b63c2,10,0.912
7161,d399ac63,9,0.968
7162,d3a2645b,9,0.94
7163,d3c32abf,8,0.989
7164,d3c54c14,0,0.964
7165,d3c825b6,8,0.948
7166,d3d3316a,9,0.903
7167,d3d55881,7,0.982
7168,d3db97a8,2,0.943
7169,d3e198ce,8,0.972
7170,d3f60838,0,0.961
7171,d3f6e064,7,0.927
7172,d3fd657c,5,0.966
7173,d4061b6d,9,0.952
7174,d4188965,2,0.891
7175,d41989df,0,0.888
7176,d419c86a,0,0.979
7177,d41bde89,8,0.9299999999999999
7178,d42246a7,0,0.916
7179,d4233352,9,0.963
7180,d430ef49,0,0.9339999999999999
7181,d431df90,7,0.952
7182,d4475d0a,7,0.906
7183,d449d86f,8,0.962
7184,d45ee040,10,0.975
7185,d4670778,8,0.908
7186,d470e1dd,8,0.923
7187,d4800f7d,7,0.7969999999999999
7188,d4860eae,0,0.9359999999999999
7189,d49cf8cd,10,0.966
7190,d4b3f626,3,0.924
7191,d4b5b753,0,0.96
7192,d4bc302f,10,0.912
7193,d4c6ee17,10,0.917
7194,d4c9e9e5,9,0.952
7195,d4d39788,0,0.905
7196,d4da1612,11,0.955
7197,d4da960e,8,0.949
7198,d4dbf367,8,0.979
7199,d4ea941a,8,0.916
7200,d4eefbd0,7,0.96
7201,d4f8c196,8,0.972
7202,d4fb8b0c,9,0.933
7203,d4fc9a82,2,0.977
7204,d504b195,8,0.96
7205,d514aa21,0,0.9390000000000001
7206,d527ac46,8,0.988
7207,d53403d3,8,0.974
7208,d5370126,11,0.79
7209,d53705aa,0,0.964
7210,d53ca634,10,0.959
7211,d544b3ae,8,0.909
7212,d545b304,9,0.915
7213,d5486dbe,9,0.958
7214,d553bb5a,7,0.966
7215,d555a251,8,0.981
7216,d55ffeae,5,0.958
7217,d5608afc,8,0.929
7218,d5629cd7,8,0.91
7219,d562a43f,4,0.983
7220,d5634f79,8,0.976
7221,d564f18f,9,0.951
7222,d56868a3,8,0.95
7223,d56a14ed,1,0.961
7224,d56ffecd,11,0.976
7225,d57064c1,0,0.964
7226,d58c0d62,10,0.952
7227,d58d6cb2,0,0.992
7228,d5a17918,3,0.876
7229,d5a24ae7,7,0.951
7230,d5a53fed,10,0.958
7231,d5a54ca3,7,0.959
7232,d5ae3894,2,0.881
7233,d5b3d7f0,7,0.973
7234,d5bb0b69,0,0.973
7235,d5c1c539,3,0.905
7236,d5d216a7,8,0.963
7237,d5d2b90d,7,0.929
7238,d5d81dd7,8,0.902
7239,d5dd11de,2,0.957
7240,d5df004f,8,0.961
7241,d5e3fbfe,1,0.984
7242,d5e7b45f,9,0.921
7243,d5e7e0e2,11,0.933
7244,d5edbcbe,10,0.967
7245,d5f39bac,7,0.856
7246,d5fd8f90,11,0.929
7247,d6049f92,7,0.95
7248,d6052510,6,0.96
7249,d60bf064,3,0.9299999999999999
7250,d60f0bd8,9,0.986
7251,d611323e,9,0.967
7252,d615dec6,8,0.96
7253,d61ad250,7,0.933
7254,d63a1d51,8,0.914
7255,d63f63c2,11,0.943
7256,d63fb561,10,0.971
7257,d649fd70,8,0.997
7258,d64c7ee3,8,0.963
7259,d658c34a,9,0.958
7260,d65d5c4f,9,0.951
7261,d66b6c1d,4,0.921
7262,d66bc2e2,8,0.922
7263,d67118e4,2,0.843
7264,d672964d,8,0.906
7265,d676be9f,11,0.963
7266,d67cd91c,9,0.9390000000000001
7267,d68a46bf,8,0.987
7268,d68d450b,11,0.937
7269,d69480ac,3,0.922
7270,d6995c71,7,0.916
7271,d699b628,8,0.917
7272,d69ae53d,4,0.959
7273,d69d7fc0,8,0.965
7274,d6aaccb5,10,0.952
7275,d6b0c3c7,7,0.926
7276,d6b74f0f,7,0.921
7277,d6b95589,8,0.965
7278,d6bc99b9,10,0.9339999999999999
7279,d6ce6cff,7,0.967
7280,d6d46d89,0,0.951
7281,d6e8a2ce,0,0.966
7282,d70c7b81,0,0.955
7283,d70ea6b2,8,0.912
7284,d7108baa,7,0.928
7285,d71b5c9b,0,0.958
7286,d71e875d,8,0.954
7287,d7202989,6,0.9299999999999999
7288,d721b26c,8,0.953
7289,d7273bb2,8,0.937
7290,d7286742,9,0.956
7291,d72d9aea,11,0.965
7292,d7325f8a,7,0.952
7293,d735f47e,8,0.962
7294,d7592102,6,0.9410000000000001
7295,d75e6b93,9,0.951
7296,d766f33b,8,0.9390000000000001
7297,d7729649,10,0.956
7298,d784fa34,7,0.965
7299,d787f809,11,0.9339999999999999
7300,d7893765,9,0.917
7301,d791c975,10,0.968
7302,d799ee70,8,0.922
7303,d7a3a181,2,0.804
7304,d7b36943,9,0.881
7305,d7bb8466,0,0.917
7306,d7c1f27a,2,0.945
7307,d7c215e0,7,0.925
7308,d7cf9caf,9,0.926
7309,d7e0b856,7,0.901
7310,d7e1fdcd,9,0.927
7311,d7e28fc8,0,0.918
7312,d7e4860c,9,0.9410000000000001
7313,d7ee22b1,8,0.933
7314,d7f4be04,9,0.906
7315,d7f808da,9,0.956
7316,d80061a7,9,0.99
7317,d807e77d,11,0.957
7318,d812d437,10,0.956
7319,d81c1a5a,7,0.923
7320,d81e03d4,5,0.5720000000000001
7321,d8285d25,8,0.9359999999999999
7322,d834c12e,9,0.771
7323,d8398fc5,8,0.937
7324,d8449e79,8,0.94
7325,d84b1331,7,0.986
7326,d8520030,8,0.935
7327,d85c00ec,2,0.9339999999999999
7328,d865352e,4,0.913
7329,d86a1885,0,0.9390000000000001
7330,d86f4744,8,0.953
7331,d87867d1,8,0.948
7332,d8876893,7,0.949
7333,d8883e4c,8,0.966
7334,d88e3d26,8,0.928
7335,d890c26b,3,0.914
7336,d89105a5,2,0.887
7337,d8923423,8,0.865
7338,d893a27e,9,0.946
7339,d89744d4,9,0.966
7340,d89c9fbc,3,0.976
7341,d8ae34f2,0,0.955
7342,d8be14d1,8,0.961
7343,d8c36fdd,8,0.9319999999999999
7344,d8d05fc1,9,0.982
7345,d8e45923,8,0.978
7346,d8e67225,9,0.955
7347,d8f65161,8,0.975
7348,d8f91b54,0,0.96
7349,d8fabee7,5,0.944
7350,d904a3f3,9,0.968
7351,d918aad0,0,0.957
7352,d9218974,7,0.915
7353,d9286afb,0,0.957
7354,d93424f7,7,0.961
7355,d93c1a86,0,0.94
7356,d93e567d,9,0.991
7357,d9434d73,2,0.956
7358,d949bd7b,2,0.919
7359,d955eeb0,9,0.955
7360,d960a04f,0,0.953
7361,d961dfda,0,0.31000000000000005
7362,d96260bb,9,0.96
7363,d9654430,10,0.955
7364,d96589c4,7,0.9319999999999999
7365,d96703e1,6,0.954
7366,d96e3b13,10,0.931
7367,d96f6e08,9,0.957
7368,d970ee1b,6,0.916
7369,d9720afc,9,0.931
7370,d97227d0,8,0.948
7371,d972354b,8,0.916
7372,d9794f9d,7,0.9390000000000001
7373,d9921791,9,0.953
7374,d99b6ada,0,0.908
7375,d99e5081,10,0.938
7376,d9b6322c,8,0.9410000000000001
7377,d9b9f221,11,0.884
7378,d9ba5856,0,0.962
7379,d9c105f6,0,0.962
7380,d9d029e1,4,0.96
7381,d9d4c8ed,8,0.926
7382,d9dac0a5,5,0.963
7383,d9e07a25,7,0.9339999999999999
7384,d9ea8387,10,0.972
7385,d9ec7bcc,9,0.957
7386,d9f9e3bd,9,0.9390000000000001
7387,d9fa46ee,1,0.94
7388,d9fae8d6,8,0.979
7389,d9fbe18e,3,0.5640000000000001
7390,da080a0f,10,0.7110000000000001
7391,da126f40,0,0.978
7392,da1925d2,10,0.966
7393,da1e6daf,8,0.98
7394,da1e93a5,2,0.897
7395,da23622a,9,0.928
7396,da27dbec,7,0.908
7397,da364e89,0,0.96
7398,da385905,1,0.901
7399,da38b457,10,0.938
7400,da3cf30c,2,0.955
7401,da4cf474,8,0.986
7402,da569df3,9,0.96
7403,da5dad3f,7,0.959
7404,da686bdb,1,0.856
7405,da68cd10,8,0.957
7406,da6cdff2,0,0.494
7407,da6d79c4,9,0.914
7408,da79e93d,9,0.972
7409,da7ab8e2,7,0.973
7410,da803a0e,7,0.947
7411,da96016e,9,0.9390000000000001
7412,daa0718d,9,0.948
7413,dab3aaaf,11,0.933
7414,dab5b6ed,3,0.953
7415,dab963cb,0,0.953
7416,dabc4b90,0,0.96
7417,dac34233,8,0.962
7418,dac61b98,9,0.957
7419,dac8a4f1,5,0.954
7420,dac8ecde,7,0.959
7421,dad16a02,8,0.96
7422,dad8fa5e,9,0.959
7423,dadc01f5,8,0.98
7424,dae51ce3,8,0.961
7425,daeb1b51,11,0.969
7426,daf128da,8,0.958
7427,daf250ab,0,0.864
7428,dafe97fa,8,0.978
7429,db10f186,0,0.95
7430,db11c739,8,0.9390000000000001
7431,db1435e6,1,0.948
7432,db2084e9,7,0.904
7433,db225d92,8,0.907
7434,db43ebe6,8,0.955
7435,db52656d,8,0.967
7436,db5390ac,7,0.973
7437,db5796bb,7,0.946
7438,db58b18a,2,0.874
7439,db5a2a93,11,0.903
7440,db5baaa0,0,0.962
7441,db5c079d,9,0.985
7442,db67ed5e,7,0.969
7443,db6f1729,2,0.974
7444,db77f794,0,0.887
7445,db8ba50c,6,0.944
7446,db8e036b,10,0.976
7447,db9dabe1,8,0.943
7448,db9eebbb,3,0.946
7449,dba50c51,9,0.978
7450,dba665da,11,0.946
7451,dba900c5,7,0.968
7452,dbab1be8,8,0.913
7453,dbba33ea,8,0.961
7454,dbbb8b65,0,0.976
7455,dbbc0550,8,0.993
7456,dbc008d8,0,0.969
7457,dbc0c606,10,0.922
7458,dbd5d68b,8,0.98
7459,dbdf5c83,10,0.87
7460,dbe72632,8,0.953
7461,dbe9a663,8,0.909
7462,dbed9769,7,0.972
7463,dc031753,3,0.87
7464,dc03843d,1,0.902
7465,dc0a9e29,6,0.841
7466,dc15d2cf,9,0.923
7467,dc1e86e8,9,0.9359999999999999
7468,dc2a83ad,8,0.971
7469,dc2b47dc,7,0.9390000000000001
7470,dc2facbe,6,0.918
7471,dc36e8ae,7,0.963
7472,dc3a7b24,7,0.927
7473,dc452c26,0,0.96
7474,dc4daa81,8,0.906
7475,dc52d1ff,10,0.954
7476,dc568ef6,9,0.971
7477,dc5d2276,7,0.937
7478,dc65c754,9,0.959
7479,dc681585,7,0.964
7480,dc6d2fe3,9,0.993
7481,dc7410db,8,0.994
7482,dc7de173,8,0.977
7483,dc8dc18d,10,0.86
7484,dc8ddfd5,7,0.952
7485,dc8efb60,7,0.952
7486,dc91ea38,2,0.827
7487,dc977620,7,0.926
7488,dc994928,10,0.961
7489,dc9c7f00,9,0.951
7490,dca259c6,10,0.951
7491,dca512ea,1,0.765
7492,dca64da9,4,0.973
7493,dca772ba,7,0.98
7494,dca93a19,10,0.913
7495,dcab280f,9,0.917
7496,dcab58c3,0,0.964
7497,dcabb83d,1,0.921
7498,dcc0bb08,9,0.946
7499,dcc37273,7,0.888
7500,dccd5208,7,0.919
7501,dcce2a2a,3,0.9410000000000001
7502,dcd628b3,9,0.804
7503,dcd798ec,8,0.933
7504,dcdc1c2b,2,0.888
7505,dcdd148c,8,0.915
7506,dce769ad,8,0.954
7507,dcf1ba16,7,0.942
7508,dcf40fbf,8,0.951
7509,dcf9e0d8,7,0.961
7510,dcfb6072,8,0.925
7511,dd07db7b,8,0.904
7512,dd2c8fd4,10,0.959
7513,dd3331b6,11,0.944
7514,dd52979c,8,0.959
7515,dd58f1cb,8,0.922
7516,dd6bbcb8,8,0.969
7517,dd6cbe3a,9,0.952
7518,dd81bc49,9,0.926
7519,dd86519a,10,0.954
7520,dd912be3,2,0.95
7521,ddaa6dd1,10,0.965
7522,ddb7648b,9,0.905
7523,ddc53aab,7,0.914
7524,ddd3017c,7,0.962
7525,ddd887f5,8,0.942
7526,dde7115b,8,0.974
7527,dde827dc,8,0.905
7528,dde85ba7,9,0.964
7529,ddeda37f,8,0.96
7530,ddeeb21e,11,0.967
7531,de06369a,8,0.973
7532,de0bab60,11,0.959
7533,de0c760c,9,0.937
7534,de0d6581,4,0.9410000000000001
7535,de1cf671,11,0.947
7536,de1dc388,2,0.96
7537,de24ce28,8,0.928
7538,de283bde,3,0.865
7539,de3415dd,9,0.885
7540,de384c81,10,0.972
7541,de4a69a3,8,0.968
7542,de57361e,8,0.913
7543,de5d431a,8,0.9299999999999999
7544,de6873c4,9,0.922
7545,de81ee23,10,0.955
7546,de8232c2,4,0.858
7547,de870bc8,11,0.975
7548,de872c79,10,0.935
7549,de87c5f3,7,0.977
7550,de89c8ec,7,0.986
7551,de8bc7a8,2,0.907
7552,de8dcb04,6,0.962
7553,de9a47fe,9,0.985
7554,de9f0bcb,7,0.968
7555,dea3bcd4,10,0.957
7556,dea87953,6,0.9410000000000001
7557,deb2e257,2,0.83
7558,deba073b,3,0.958
7559,debb275a,1,0.44399999999999995
7560,debf6bc8,8,0.931
7561,debf8e41,0,0.975
7562,debfd0a7,8,0.964
7563,dec181c5,10,0.9410000000000001
7564,decc7372,9,0.992
7565,ded0e635,8,0.943
7566,ded3f115,4,0.952
7567,dedac5d9,9,0.938
7568,dedfb910,8,0.86
7569,deed9e7d,0,0.951
7570,deeeff4f,4,0.954
7571,def93469,10,0.912
7572,deffa522,8,0.977
7573,df090ba3,1,0.882
7574,df0a0bde,8,0.9359999999999999
7575,df0e3bc3,8,0.948
7576,df118a9b,9,0.918
7577,df1d4289,7,0.951
7578,df1e7434,8,0.981
7579,df1fdd30,7,0.968
7580,df20f158,8,0.948
7581,df2222c6,8,0.993
7582,df2be3b3,8,0.961
7583,df37e87f,8,0.954
7584,df3d3d4a,4,0.905
7585,df441841,10,0.938
7586,df5ea698,7,0.946
7587,df607edd,1,0.94
7588,df6569b8,7,0.977
